,Text,Class
123,රනිල් වික්‍රමසිංහ මහතාට විශ්වාසය පල කිරිමේ යෝජනාව සම්මතයි  lka,Political
124,ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය ලෝන්ලි ප්ලැනට් පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස ,Political
125,ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය ලෝන්ලි ප්ලැනට් පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස ,Political
126,රනිල්ට සහාය පල කිරිමේ යෝජනාව ජවිපෙට අදාළ නෑ  lka,Political
127,බිලක් දෙන්න බැරි කස්ටෙක්ගෙන් තේ සංග්‍රහයක් ,Neutral
128,ඉල්ලන දෙයක් දෙන්නම් මට සහය දෙන්න  TNA හමුවේ සිරිසේන ඉල්ලලා ,Neutral
129,රනිල්ට සහාය දෙන්න එපා  මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි  Lankatruth රනිල්ටසහායදෙන්නඑපාමෛත,Political
130,   මොකක් හරි නාට්‍යයක් තියෙන්නත් එපැයි ඉතින් මේකෙ ඉන්න උන්දැලාට දවසසතිය ගෙවාගන්න 😂,Neutral
131, ඕක තියන් ඉන්න හොද කෙනෙක්ට දෙන්න හදන්න මම දන්න කෙනෙකුත් ඉන්නා අහල බලමු,Neutral
132,පාර්ලිමේන්තුව  රැස් වේ පොදු පෙරමුණු මන්ත්‍රීන්  වන දිනටත් වර්ජනයේ  රනිල්ට විශ්වාසය පල කිරීමේ යෝජනාවක් අද දින යෝජනාවට හා ජන්දයට,Political
133,මගේනම්මගේ වෙන කාටවත් දෙන්න එපා නත්තල් සීයේ 😂😂 ,Neutral
134,   ආපෝ ඒමදඔය දෙන්න වෙනම යන්න එනම්😂😬,Neutral
135,කොච්චර මැරෙන්න හැදුවත් පවට පින දෙන්න බෑ බං 🙏,Neutral
136,රනිල්ට සහාය දෙන්න එපා  මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි  Lankatruth රනිල්ටසහායදෙන්නඑපාමෛත,Political
137, ණයට දෙන්න බෑ මේක 😍,Neutral
138,බ්‍රහස්පතින්දා හවස ට මම එනවා සිරස දවස දේශපාලන සංවාදයට SriLanka LetMeVote PresidentialFirst RiseUpSL …,Neutral
139,බයියෝ හොඳ නීතිඥ උපදෙස් ලබා ගන්න ඕනේ රනිල්ට තවත් ජයග්‍රණයක් දෙන්න සහ රටට ආතල් දෙන්න පළවෙනි දවසෙම විසිවෙන නඩුවක් දාලා Co…,Neutral
140,පාලක පන්තියෙන් විප්ලවවාදින් පිළිබද නොඅසන්න සාධාරණ විනිශ්චයක් ඔවුන් වෙත ලබා දෙන්න ♥️ ,Political
141,   පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්,Sexism
142,මගේ ලමැද සුව යහනක් ඔබට තනා දෙන්න කියා බවෙන් බවේ පෙරුම් පුරා බලා ඉන්නවා,Neutral
143,ෆෙඩරල් දෙන්න රනිල් එකග වෙයි – ලිඛිත ගිවිසුම TNA සමග හෙට අත්සන් තබයි  Voice of Lanka ,Political
144,  නෑ එ දෙන්න අයියයි නංගියි 😂🤪,Neutral
145,කියලා ඉවරකරන්න බැරි මාතෘකාවක් තියනවා සමහරුන්ට ඇහෙනකොට කිචි වගේ වෙයි සමහරු ඊයා මේ මොනාද කියන්නෙ කියල අහයි  නමුත් ප්‍රසිද්ධියේ…,Neutral
146,ඉපදීම හිස් කරත්තයකි කාගේ කාගෙත් බෙල්ලේ එල්ලු අද දවස යනු මතක ගොඩකි ඒ කරත්තය පිරවු ඒ බර අදින අපි මේ ඇදගෙන යන්නේ ඉසව්වක…,Neutral
147,ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය ලෝන්ලි ප්ලැනට් පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස ,Political
148,අවුරුදු හයකට කලින් අද දවස,Neutral
149,අවුරුදු හයකට කලින් අද දවස,Neutral
150,අද හොඳම දවස ඔබ එනවානම් ලිප්ටන් වටරවුමට  ට  සටන් පෙරමුණට,Neutral
151,පියමැන එන්න අම්මේ බත්ටික බෙදලා දෙන්න සංසාර සිහිනයේ මා නුඹේ පුත් කුමරා,Neutral
152,දෙවෙනි සාර්ථක දවස උදෙසා යන ගමන් 🌺🙊,Neutral
153,සීක්‍රට් සැන්ටා එකට ලොකු තෑග්ගක් දෙන්න හොඳ නෑ 😑 අපිට පොඩි දෙයක් ලැබුනොත් අවුරුදු ගානක් දුක්වෙන්න වෙයි 😐😂,Neutral
154, ම්ම්ම් හිතන කෙනාද කියල බලමු ඉඟියක් දෙන්න 🤗,Neutral
155,ලාල් කාන්ත උනත් ඇත්තට මූණ දෙන්න ඕන 🙏😅 ,Neutral
156, ඔයා දැන් අාවොත් ඔයාට කැබිනට් පොසිෂන් එකක් දෙන්න පුලුවන් වෙයි,Political
157, දෙන්න,Neutral
158,රට  ජාතිය  ආගම ගැන සිතන්න අතීතයේ සිට රැකගත් මාතෘභූමිය බෙදා වෙන් කිරීමට ඉඩ දෙන්න එපා ,Neutral
159, පල පල,Neutral
160,ගෙවුණු දවස උණුසුම් කළ පුවත්… lka Newsst ,Neutral
161,අද ඉතින් හත්වෙනි දවස ජනාධිපති තුමා  lt ,Political
162,  සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ,Sexism
163, දෙසැම්බර් මස  වන බදාදා  අද දවස ඔබට කොහොමද,Neutral
164, මට කේක් දෙන්න,Neutral
165,  ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න,Sexism
166, ඒකනේවැදගත් විදිහට කඹයක් හොයල දෙන්න 🙏🏽,Neutral
167, මට දෙන්න,Neutral
168, එහෙම සමාව දෙන්න බෑ,Neutral
169, අමතක නෑ ඒ දවස  වොෂෲම් එකෙ දොර හොයාගන්න බැරිව වටේ කැරකුන හැටි 😂😂,Neutral
170,මගෙ රත්තරන් යාලුවෝ ටික අත උස්සලා හූවක් දෙන්න,Neutral
171,  බ්ලඩ් දෙන්න කැමති ද හදිස්සියක් 😟,Neutral
